name,rank,year,industry,sector,headquarters_state,headquarters_city,market_value_mil,revenue_mil,profit_mil,asset_mil,employees,founder_is_ceo,female_ceo,newcomer_to_fortune_500,global_500
R.R. Donnelley & Sons,201,1996,"Publishing, Printing",Financials,IL,Not Available,15835.0,6511.8,948.0,19067.0,25332.0,no,no,no,no
American General Corporation,202,1996,Diversified Financials,Financials,TX,Not Available,15835.0,6495.0,948.0,19067.0,25332.0,no,no,no,no
Unisys Corporation,203,1996,Computer And Data Services,Financials,PA,Not Available,15835.0,6460.4,948.0,19067.0,25332.0,no,no,no,no
"Consolidated Edison Company of New York, Inc.",204,1996,Utilities: Gas and Electric,Financials,NY,Not Available,15835.0,6401.5,948.0,19067.0,25332.0,no,no,no,no
PNC Bank Corp.,205,1996,Commercial Banks,Financials,PA,Not Available,15835.0,6389.5,948.0,19067.0,25332.0,no,no,no,no
The Quaker Oats Company,206,1996,Food,Financials,IL,Not Available,15835.0,6365.2,948.0,19067.0,25332.0,no,no,no,no
ITT Corporation,207,1996,"Hotels, Casinos, Resorts",Financials,NY,Not Available,15835.0,6346.0,948.0,19067.0,25332.0,no,no,no,no
Navistar International Corporation,208,1996,Motor Vehicles & Parts,Financials,IL,Not Available,15835.0,6342.0,948.0,19067.0,25332.0,no,no,no,no
Entergy Corporation,209,1996,Utilities: Gas and Electric,Financials,LA,Not Available,15835.0,6274.4,948.0,19067.0,25332.0,no,no,no,no
"Burlington Northern Santa Fe, Corp.",210,1996,Railroads,Financials,TX,Not Available,15835.0,6183.0,948.0,19067.0,25332.0,no,no,no,no
Guardian Life Insurance Co. of America,211,1996,"Insurance: Life, Health (Mutual)",Financials,NY,Not Available,15835.0,6172.3,948.0,19067.0,25332.0,no,no,no,no
"Public Service Enterprise Group, Inc.",212,1996,Utilities: Gas and Electric,Financials,NJ,Not Available,15835.0,6164.2,948.0,19067.0,25332.0,no,no,no,no
Transamerica Corporation,213,1996,"Insurance: Life, Health (Stock)",Financials,CA,Not Available,15835.0,6101.1,948.0,19067.0,25332.0,no,no,no,no
"Dillard Department Stores, Inc.",214,1996,General Merchandisers,Financials,AR,Not Available,15835.0,6097.1,948.0,19067.0,25332.0,no,no,no,no
Chubb Corporation,215,1996,Insurance: Property and Casualty (Stock),Financials,NJ,Not Available,15835.0,6089.2,948.0,19067.0,25332.0,no,no,no,no
KeyCorp,216,1996,Commercial Banks,Financials,OH,Not Available,15835.0,6054.0,948.0,19067.0,25332.0,no,no,no,no
"Associated Insurance Companies,Inc.",217,1996,"Insurance: Life, Health (Stock)",Financials,IN,Not Available,15835.0,6037.5,948.0,19067.0,25332.0,no,no,no,no
Halliburton Company,218,1996,Engineering & Construction,Financials,TX,Not Available,15835.0,5951.3,948.0,19067.0,25332.0,no,no,no,no
Microsoft Corporation,219,1996,Computer And Data Services,Financials,WA,Not Available,15835.0,5937.0,948.0,19067.0,25332.0,no,no,no,no
Arrow Electronics,220,1996,Wholesalers,Financials,NY,Not Available,15835.0,5919.4,948.0,19067.0,25332.0,no,no,no,no
"American Brands, Inc.",221,1996,Tobacco,Financials,CT,Not Available,15835.0,5904.9,948.0,19067.0,25332.0,no,no,no,no
"Sun Microsystems, Inc.",222,1996,"Computers, Office Equipment",Financials,CA,Not Available,15835.0,5901.9,948.0,19067.0,25332.0,no,no,no,no
Union Carbide Corporation,223,1996,Chemicals,Financials,CT,Not Available,15835.0,5888.0,948.0,19067.0,25332.0,no,no,no,no
John Hancock Mutual Life Insurance Company,224,1996,"Insurance: Life, Health (Mutual)",Financials,MA,Not Available,15835.0,5845.5,948.0,19067.0,25332.0,no,no,no,no
Tandy Corporation,225,1996,Specialty Retailers,Financials,TX,Not Available,15835.0,5839.1,948.0,19067.0,25332.0,no,no,no,no
"Continental Airlines, Inc.",226,1996,Airlines,Financials,TX,Not Available,15835.0,5825.0,948.0,19067.0,25332.0,no,no,no,no
"Merisel, Inc.",227,1996,Wholesalers,Financials,CA,Not Available,15835.0,5801.8,948.0,19067.0,25332.0,no,no,no,no
W.R. Grace & Co.,228,1996,Chemicals,Financials,FL,Not Available,15835.0,5784.2,948.0,19067.0,25332.0,no,no,no,no
"Browning-Ferris Industries, Inc.",229,1996,Waste Management,Financials,TX,Not Available,15835.0,5779.4,948.0,19067.0,25332.0,no,no,no,no
Ingersoll-Rand Company,230,1996,Industrial and Farm Equipment,Financials,NJ,Not Available,15835.0,5729.0,948.0,19067.0,25332.0,no,no,no,no
"American Electric Power Company, Inc.",231,1996,Utilities: Gas and Electric,Financials,OH,Not Available,15835.0,5670.3,948.0,19067.0,25332.0,no,no,no,no
United HealthCare Corporation,232,1996,Health Care,Financials,MN,Not Available,15835.0,5670.0,948.0,19067.0,25332.0,no,no,no,no
Texas Utilities Company,233,1996,Utilities: Gas and Electric,Financials,TX,Not Available,15835.0,5638.7,948.0,19067.0,25332.0,no,no,no,no
"Dresser Industries, Inc.",234,1996,Industrial and Farm Equipment,Financials,TX,Not Available,15835.0,5628.7,948.0,19067.0,25332.0,no,no,no,no
ARAMARK Corporation,235,1996,Food Services,Financials,PA,Not Available,15835.0,5600.6,948.0,19067.0,25332.0,no,no,no,no
"FPL Group, Inc.",236,1996,Utilities: Gas and Electric,Financials,FL,Not Available,15835.0,5592.5,948.0,19067.0,25332.0,no,no,no,no
"Circuit City Stores, Inc.",237,1996,Specialty Retailers,Financials,VA,Not Available,15835.0,5582.9,948.0,19067.0,25332.0,no,no,no,no
The Black & Decker Corporation,238,1996,Industrial and Farm Equipment,Financials,MD,Not Available,15835.0,5566.2,948.0,19067.0,25332.0,no,no,no,no
"Tyson Foods, Inc.",239,1996,Food,Financials,AR,Not Available,15835.0,5511.2,948.0,19067.0,25332.0,no,no,no,no
Loral Corporation,240,1996,"Electronics, Electrical Equipment",Financials,NY,Not Available,15835.0,5484.4,948.0,19067.0,25332.0,no,no,no,no
Manpower Inc.,241,1996,Temporary Help,Financials,WI,Not Available,15835.0,5484.2,948.0,19067.0,25332.0,no,no,no,no
Dun & Bradstreet Corporation (The),242,1996,Computer And Data Services,Financials,CT,Not Available,15835.0,5415.1,948.0,19067.0,25332.0,no,no,no,no
Bank of Boston Corporation,243,1996,Commercial Banks,Financials,MA,Not Available,15835.0,5410.6,948.0,19067.0,25332.0,no,no,no,no
"The St. Paul Companies, Inc.",244,1996,Insurance: Property and Casualty (Stock),Financials,MN,Not Available,15835.0,5409.6,948.0,19067.0,25332.0,no,no,no,no
Wells Fargo & Company,245,1996,Commercial Banks,Financials,CA,Not Available,15835.0,5409.0,948.0,19067.0,25332.0,no,no,no,no
"Corning, Inc.",246,1996,"Building Materials, Glass",Financials,NY,Not Available,15835.0,5346.1,948.0,19067.0,25332.0,no,no,no,no
The Bank of New York Company,247,1996,Commercial Banks,Financials,NY,Not Available,15835.0,5327.0,948.0,19067.0,25332.0,no,no,no,no
"Paine Webber Group, Inc.",248,1996,X Brokerage,Financials,NY,Not Available,15835.0,5320.1,948.0,19067.0,25332.0,no,no,no,no
"Office Depot, Inc.",249,1996,Specialty Retailers,Financials,FL,Not Available,15835.0,5313.2,948.0,19067.0,25332.0,no,no,no,no
Dell Computer Corporation,250,1996,"Computers, Office Equipment",Financials,TX,Not Available,15835.0,5296.0,948.0,19067.0,25332.0,no,no,no,no
"Consolidated Freightways, Inc.",251,1996,Trucking,Financials,CA,Not Available,15835.0,5281.1,948.0,19067.0,25332.0,no,no,no,no
Genuine Parts Company,252,1996,Wholesalers,Financials,GA,Not Available,15835.0,5261.9,948.0,19067.0,25332.0,no,no,no,no
"Cummins Engine Company, Inc.",253,1996,Industrial and Farm Equipment,Financials,IN,Not Available,15835.0,5245.0,948.0,19067.0,25332.0,no,no,no,no
"AMP , Inc.",254,1996,"Electronics, Electrical Equipment",Financials,PA,Not Available,15835.0,5227.2,948.0,19067.0,25332.0,no,no,no,no
"American Standard Companies, Inc.",255,1996,Industrial and Farm Equipment,Financials,NJ,Not Available,15835.0,5221.5,948.0,19067.0,25332.0,no,no,no,no
The Mead Corporation,256,1996,Forest and Paper Products,Financials,OH,Not Available,15835.0,5179.4,948.0,19067.0,25332.0,no,no,no,no
FoxMeyer Health Corporation,257,1996,Wholesalers,Financials,TX,Not Available,15835.0,5177.1,948.0,19067.0,25332.0,no,no,no,no
Ryder System,258,1996,"Automotive Retailing, Services",Financials,FL,Not Available,15835.0,5167.4,948.0,19067.0,25332.0,no,no,no,no
Schering-Plough Corporation,259,1996,Pharmaceuticals,Financials,NJ,Not Available,15835.0,5150.6,948.0,19067.0,25332.0,no,no,no,no
"Household International, Inc.",260,1996,Diversified Financials,Financials,IL,Not Available,15835.0,5144.4,948.0,19067.0,25332.0,no,no,no,no
Case Corporation,261,1996,Industrial and Farm Equipment,Financials,WI,Not Available,15835.0,5105.0,948.0,19067.0,25332.0,no,no,no,no
Best Buy Co. Inc.,262,1996,Specialty Retailers,Financials,MN,Not Available,15835.0,5079.6,948.0,19067.0,25332.0,no,no,no,no
"The Vons Companies, Inc.",263,1996,Food & Drug Stores,Financials,CA,Not Available,15835.0,5070.7,948.0,19067.0,25332.0,no,no,no,no
VF Corporation,264,1996,Apparel,Financials,PA,Not Available,15835.0,5062.3,948.0,19067.0,25332.0,no,no,no,no
Boise Cascade Corporation,265,1996,Forest and Paper Products,Financials,ID,Not Available,15835.0,5057.7,948.0,19067.0,25332.0,no,no,no,no
"Crown Cork & Seal Company, Inc.",266,1996,Metal Products,Financials,PA,Not Available,15835.0,5053.8,948.0,19067.0,25332.0,no,no,no,no
Eastman Chemical Company,267,1996,Chemicals,Financials,TN,Not Available,15835.0,5040.0,948.0,19067.0,25332.0,no,no,no,no
Eckerd Corporation,268,1996,Food & Drug Stores,Financials,FL,Not Available,15835.0,4997.1,948.0,19067.0,25332.0,no,no,no,no
PanEnergy Corp.,269,1996,Pipelines,Financials,TX,Not Available,15835.0,4967.5,948.0,19067.0,25332.0,no,no,no,no
Lyondell Petrochemical Company,270,1996,Chemicals,Financials,TX,Not Available,15835.0,4936.0,948.0,19067.0,25332.0,no,no,no,no
"Cooper Industries, Inc.",271,1996,"Electronics, Electrical Equipment",Financials,TX,Not Available,15835.0,4885.9,948.0,19067.0,25332.0,no,no,no,no
Bethlehem Steel Corporation,272,1996,Metals,Financials,PA,Not Available,15835.0,4867.5,948.0,19067.0,25332.0,no,no,no,no
Paccar Inc.,273,1996,Motor Vehicles & Parts,Financials,WA,Not Available,15835.0,4848.2,948.0,19067.0,25332.0,no,no,no,no
First Interstate Bancorp,274,1996,Commercial Banks,Financials,CA,Not Available,15835.0,4827.5,948.0,19067.0,25332.0,no,no,no,no
"Inland Steel Industries, Inc.",275,1996,Metals,Financials,IL,Not Available,15835.0,4781.5,948.0,19067.0,25332.0,no,no,no,no
Masco,276,1996,Metal Products,Financials,MI,Not Available,15835.0,4779.0,948.0,19067.0,25332.0,no,no,no,no
"Nike, Inc.",277,1996,Wholesalers,Financials,OR,Not Available,15835.0,4760.8,948.0,19067.0,25332.0,no,no,no,no
Lear Seating Corporation,278,1996,Motor Vehicles & Parts,Financials,MI,Not Available,15835.0,4714.4,948.0,19067.0,25332.0,no,no,no,no
"Humana, Inc.",279,1996,Health Care,Financials,KY,Not Available,15835.0,4702.0,948.0,19067.0,25332.0,no,no,no,no
Duke Power Company,280,1996,Utilities: Gas and Electric,Financials,NC,Not Available,15835.0,4676.7,948.0,19067.0,25332.0,no,no,no,no
Bindley Western Industries,281,1996,Wholesalers,Financials,IN,Not Available,15835.0,4672.5,948.0,19067.0,25332.0,no,no,no,no
AmeriSource Health Corporation,282,1996,Wholesalers,Financials,PA,Not Available,15835.0,4668.9,948.0,19067.0,25332.0,no,no,no,no
Norfolk Southern Corporation,283,1996,Railroads,Financials,VA,Not Available,15835.0,4668.0,948.0,19067.0,25332.0,no,no,no,no
"Thrifty Payless Holdings, Inc.",284,1996,Food & Drug Stores,Financials,OR,Not Available,15835.0,4658.8,948.0,19067.0,25332.0,no,no,no,no
"Dominion Resources, Inc.",285,1996,Utilities: Gas and Electric,Financials,VA,Not Available,15835.0,4651.7,948.0,19067.0,25332.0,no,no,no,no
FMC Corporation,286,1996,Chemicals,Financials,IL,Not Available,15835.0,4566.6,948.0,19067.0,25332.0,no,no,no,no
"Seagate Technology, Inc.",287,1996,"Computers, Office Equipment",Financials,CA,Not Available,15835.0,4539.6,948.0,19067.0,25332.0,no,no,no,no
Tyco International Ltd.,288,1996,Metal Products,Financials,NH,Not Available,15835.0,4534.7,948.0,19067.0,25332.0,no,no,no,no
Rite Aid Corporation,289,1996,Food & Drug Stores,Financials,PA,Not Available,15835.0,4533.9,948.0,19067.0,25332.0,no,no,no,no
Mellon Bank Corporation,290,1996,Commercial Banks,Financials,PA,Not Available,15835.0,4514.0,948.0,19067.0,25332.0,no,no,no,no
"Avon Products, Inc.",291,1996,"Soaps, Cosmetics",Financials,NY,Not Available,15835.0,4492.1,948.0,19067.0,25332.0,no,no,no,no
"Berkshire Hathaway, Inc.",292,1996,Diversified Financials,Financials,NE,Not Available,15835.0,4487.7,948.0,19067.0,25332.0,no,no,no,no
"The TJX Companies, Inc.",293,1996,Specialty Retailers,Financials,MA,Not Available,15835.0,4447.5,948.0,19067.0,25332.0,no,no,no,no
"Revco D.S., Inc.",294,1996,Food & Drug Stores,Financials,OH,Not Available,15835.0,4431.9,948.0,19067.0,25332.0,no,no,no,no
H.F. Ahmanson,295,1996,Savings Institutions,Financials,CA,Not Available,15835.0,4397.5,948.0,19067.0,25332.0,no,no,no,no
"The Gap, Inc.",296,1996,Specialty Retailers,Financials,CA,Not Available,15835.0,4395.3,948.0,19067.0,25332.0,no,no,no,no
Houston Industries Incorporated,297,1996,Utilities: Gas and Electric,Financials,TX,Not Available,15835.0,4388.4,948.0,19067.0,25332.0,no,no,no,no
Avnet,298,1996,Wholesalers,Financials,NY,Not Available,15835.0,4300.0,948.0,19067.0,25332.0,no,no,no,no
The LTV Corporation,299,1996,Metals,Financials,OH,Not Available,15835.0,4283.2,948.0,19067.0,25332.0,no,no,no,no
Union Camp Corporation,300,1996,Forest and Paper Products,Financials,NJ,Not Available,15835.0,4211.7,948.0,19067.0,25332.0,no,no,no,no
PECO Energy Company,301,1996,Utilities: Gas and Electric,Financials,PA,Not Available,15835.0,4186.2,948.0,19067.0,25332.0,no,no,no,no
Phelps Dodge Corporation,302,1996,Metals,Financials,AZ,Not Available,15835.0,4185.4,948.0,19067.0,25332.0,no,no,no,no
Supermarkets General Holdings Corporation,303,1996,Food & Drug Stores,Financials,NJ,Not Available,15835.0,4182.1,948.0,19067.0,25332.0,no,no,no,no
"Dole Food Company, Inc.",304,1996,Food,Financials,CA,Not Available,15835.0,4152.8,948.0,19067.0,25332.0,no,no,no,no
"Illinois Tool Works, Inc.",305,1996,Metal Products,Financials,IL,Not Available,15835.0,4152.2,948.0,19067.0,25332.0,no,no,no,no
Mutual of Omaha Insurance Companies,306,1996,"Insurance: Life, Health (Mutual)",Financials,NE,Not Available,15835.0,4134.3,948.0,19067.0,25332.0,no,no,no,no
Unum Corp.,307,1996,"Insurance: Life, Health (Stock)",Financials,ME,Not Available,15835.0,4122.9,948.0,19067.0,25332.0,no,no,no,no
"The Stop & Shop Companies, Inc.",308,1996,Food & Drug Stores,Financials,MA,Not Available,15835.0,4116.1,948.0,19067.0,25332.0,no,no,no,no
"Nordstrom, Inc.",309,1996,General Merchandisers,Financials,WA,Not Available,15835.0,4113.5,948.0,19067.0,25332.0,no,no,no,no
Jefferson Smurfit Corporation,310,1996,Forest and Paper Products,Financials,MO,Not Available,15835.0,4093.0,948.0,19067.0,25332.0,no,no,no,no
First Data Corporation,311,1996,Computer And Data Services,Financials,NJ,Not Available,15835.0,4081.2,948.0,19067.0,25332.0,no,no,no,no
"Chiquita Brands International, Inc.",312,1996,Food,Financials,OH,Not Available,15835.0,4026.6,948.0,19067.0,25332.0,no,no,no,no
"Service Merchandise Company, Inc.",313,1996,Specialty Retailers,Financials,TN,Not Available,15835.0,4018.5,948.0,19067.0,25332.0,no,no,no,no
"Gannett Company, Inc.",314,1996,"Publishing, Printing",Financials,VA,Not Available,15835.0,4006.7,948.0,19067.0,25332.0,no,no,no,no
"Waban, Inc.",315,1996,Specialty Retailers,Financials,MA,Not Available,15835.0,3978.4,948.0,19067.0,25332.0,no,no,no,no
Niagara Mohawk Power Corporation,316,1996,Utilities: Gas and Electric,Financials,NY,Not Available,15835.0,3917.3,948.0,19067.0,25332.0,no,no,no,no
Student Loan Marketing Association,317,1996,Diversified Financials,Financials,DC,Not Available,15835.0,3916.6,948.0,19067.0,25332.0,no,no,no,no
FHP International Corporation,318,1996,Health Care,Financials,CA,Not Available,15835.0,3909.4,948.0,19067.0,25332.0,no,no,no,no
"Air Products & Chemicals, Inc.",319,1996,Chemicals,Financials,PA,Not Available,15835.0,3891.0,948.0,19067.0,25332.0,no,no,no,no
CMS Energy Corporation,320,1996,Utilities: Gas and Electric,Financials,MI,Not Available,15835.0,3890.0,948.0,19067.0,25332.0,no,no,no,no
Rohm & Haas Company,321,1996,Chemicals,Financials,PA,Not Available,15835.0,3884.0,948.0,19067.0,25332.0,no,no,no,no
"Willamette Industries, Inc.",322,1996,Forest and Paper Products,Financials,OR,Not Available,15835.0,3873.6,948.0,19067.0,25332.0,no,no,no,no
"Pitney Bowes, Inc.",323,1996,"Computers, Office Equipment",Financials,CT,Not Available,15835.0,3861.2,948.0,19067.0,25332.0,no,no,no,no
General Public Utilities Corporation,324,1996,Utilities: Gas and Electric,Financials,NJ,Not Available,15835.0,3804.7,948.0,19067.0,25332.0,no,no,no,no
"Marsh & McLennan Companies, Inc.",325,1996,Diversified Financials,Financials,NY,Not Available,15835.0,3770.3,948.0,19067.0,25332.0,no,no,no,no
"Owens-Illinois, Inc.",326,1996,"Building Materials, Glass",Financials,OH,Not Available,15835.0,3763.2,948.0,19067.0,25332.0,no,no,no,no
Wachovia Corporation,327,1996,Commercial Banks,Financials,NC,Not Available,15835.0,3755.4,948.0,19067.0,25332.0,no,no,no,no
"The Bear Stearns Companies, Inc.",328,1996,X Brokerage,Financials,NY,Not Available,15835.0,3753.6,948.0,19067.0,25332.0,no,no,no,no
Northeast Utilities Service Company,329,1996,Utilities: Gas and Electric,Financials,CT,Not Available,15835.0,3749.0,948.0,19067.0,25332.0,no,no,no,no
Dover Corporation,330,1996,Industrial and Farm Equipment,Financials,NY,Not Available,15835.0,3745.9,948.0,19067.0,25332.0,no,no,no,no
"SunTrust Banks, Inc.",331,1996,Commercial Banks,Financials,GA,Not Available,15835.0,3740.3,948.0,19067.0,25332.0,no,no,no,no
Central & South West Corporation,332,1996,Utilities: Gas and Electric,Financials,TX,Not Available,15835.0,3735.0,948.0,19067.0,25332.0,no,no,no,no
"PacifiCare Health Systems, Inc.",333,1996,Health Care,Financials,CA,Not Available,15835.0,3731.0,948.0,19067.0,25332.0,no,no,no,no
Safeco Corporation,334,1996,Insurance: Property and Casualty (Stock),Financials,WA,Not Available,15835.0,3722.7,948.0,19067.0,25332.0,no,no,no,no
"Giant Food, Inc.",335,1996,Food & Drug Stores,Financials,MD,Not Available,15835.0,3695.6,948.0,19067.0,25332.0,no,no,no,no
Hershey Foods Corporation,336,1996,Food,Financials,PA,Not Available,15835.0,3690.7,948.0,19067.0,25332.0,no,no,no,no
Conrail Inc.,337,1996,Railroads,Financials,PA,Not Available,15835.0,3686.0,948.0,19067.0,25332.0,no,no,no,no
"Barnett Banks, Inc.",338,1996,Commercial Banks,Financials,FL,Not Available,15835.0,3680.0,948.0,19067.0,25332.0,no,no,no,no
"Gateway 2000, Inc.",339,1996,"Computers, Office Equipment",Financials,SD,Not Available,15835.0,3676.3,948.0,19067.0,25332.0,no,no,no,no
NGC Corporation,340,1996,Pipelines,Financials,TX,Not Available,15835.0,3665.9,948.0,19067.0,25332.0,no,no,no,no
"WorldCom, Inc.",341,1996,Telecommunications,Financials,MS,Not Available,15835.0,3640.0,948.0,19067.0,25332.0,no,no,no,no
"Mattel, Inc.",342,1996,"Toys, Sporting Goods",Financials,CA,Not Available,15835.0,3638.8,948.0,19067.0,25332.0,no,no,no,no
DTE Energy Company,343,1996,Utilities: Gas and Electric,Financials,MI,Not Available,15835.0,3635.5,948.0,19067.0,25332.0,no,no,no,no
American Financial Group,344,1996,Insurance: Property and Casualty (Stock),Financials,OH,Not Available,15835.0,3629.6,948.0,19067.0,25332.0,no,no,no,no
Owens-Corning,345,1996,"Building Materials, Glass",Financials,OH,Not Available,15835.0,3612.0,948.0,19067.0,25332.0,no,no,no,no
